date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202127,AI,female,150,sex,7932,6445,1.89,81.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.424,42.4
202128,AI,female,115,sex,7932,6560,1.45,82.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.5,50
202129,AI,female,59,sex,7932,6619,0.74,83.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.44,44
202130,AI,female,66,sex,7932,6685,0.83,84.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.443,44.3
202131,AI,female,70,sex,7932,6755,0.88,85.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.438,43.8
202132,AI,female,83,sex,7932,6838,1.05,86.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.456,45.6
202133,AI,female,88,sex,7932,6926,1.11,87.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.484,48.4
202134,AI,female,161,sex,7932,7087,2.03,89.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.494,49.4
202135,AI,female,157,sex,7932,7244,1.98,91.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.489,48.9
202136,AI,female,147,sex,7932,7391,1.85,93.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.467,46.7
202137,AI,female,248,sex,7932,7639,3.13,96.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.477,47.699999999999996
202138,AI,female,159,sex,7932,7798,2,98.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.502,50.2
202139,AI,female,176,sex,7932,7974,2.22,100.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.522,52.2
202140,AI,female,145,sex,7932,8119,1.83,102.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.471,47.099999999999994
202141,AI,female,144,sex,7932,8263,1.82,104.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.426,42.6
202142,AI,female,105,sex,7932,8368,1.32,105.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.544,54.400000000000006
202143,AI,female,95,sex,7932,8463,1.2,106.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.552,55.2
202052,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202053,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202101,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202102,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202103,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202104,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202105,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202106,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202107,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202108,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202109,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202110,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202111,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202112,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202113,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202114,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202115,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202116,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202117,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202118,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202119,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202120,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202121,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202122,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202123,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202124,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202125,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202126,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202127,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202128,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202129,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202130,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202131,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202132,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202133,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202134,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202135,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202136,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202137,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202138,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202139,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202140,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202141,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202142,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202143,AI,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202052,AR,male,0,sex,27883,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,AR,male,2,sex,27883,2,0.01,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,1,100
202101,AR,male,227,sex,27883,229,0.81,0.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.323,32.300000000000004
202102,AR,male,0,sex,27883,229,0,0.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202103,AR,male,667,sex,27883,896,2.39,3.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.485,48.5
202104,AR,male,743,sex,27883,1639,2.66,5.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.438,43.8
202105,AR,male,0,sex,27883,1639,0,5.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202106,AR,male,71,sex,27883,1710,0.25,6.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.286,28.599999999999998
202107,AR,male,686,sex,27883,2396,2.46,8.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.515,51.5
202108,AR,male,434,sex,27883,2830,1.56,10.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.54,54
202109,AR,male,305,sex,27883,3135,1.09,11.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.498,49.8
202110,AR,male,202,sex,27883,3337,0.72,11.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.502,50.2
202111,AR,male,620,sex,27883,3957,2.22,14.19,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.517,51.7
202112,AR,male,698,sex,27883,4655,2.5,16.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.481,48.1
202113,AR,male,587,sex,27883,5242,2.11,18.8,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.465,46.5
202114,AR,male,847,sex,27883,6089,3.04,21.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.49,49
202115,AR,male,915,sex,27883,7004,3.28,25.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.49,49
202116,AR,male,825,sex,27883,7829,2.96,28.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.49,49
202117,AR,male,1029,sex,27883,8858,3.69,31.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.477,47.699999999999996
202118,AR,male,1136,sex,27883,9994,4.07,35.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.44,44
202119,AR,male,1414,sex,27883,11408,5.07,40.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.464,46.400000000000006
202120,AR,male,1747,sex,27883,13155,6.27,47.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.527,52.7
202121,AR,male,1462,sex,27883,14617,5.24,52.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.513,51.300000000000004
202122,AR,male,1556,sex,27883,16173,5.58,58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.479,47.9
202123,AR,male,1632,sex,27883,17805,5.85,63.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.497,49.7
202124,AR,male,1764,sex,27883,19569,6.33,70.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.534,53.400000000000006
202125,AR,male,1502,sex,27883,21071,5.39,75.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.534,53.400000000000006
202126,AR,male,1481,sex,27883,22552,5.31,80.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.524,52.400000000000006
202127,AR,male,1103,sex,27883,23655,3.96,84.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.523,52.300000000000004
202128,AR,male,628,sex,27883,24283,2.25,87.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.535,53.5
202129,AR,male,527,sex,27883,24810,1.89,88.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.523,52.300000000000004
202130,AR,male,500,sex,27883,25310,1.79,90.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.53,53
202131,AR,male,479,sex,27883,25789,1.72,92.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.512,51.2
202132,AR,male,330,sex,27883,26119,1.18,93.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.482,48.199999999999996
202133,AR,male,364,sex,27883,26483,1.31,94.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.512,51.2
202134,AR,male,581,sex,27883,27064,2.08,97.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.473,47.3
202135,AR,male,344,sex,27883,27408,1.23,98.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.483,48.3
202136,AR,male,787,sex,27883,28195,2.82,101.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.512,51.2
202137,AR,male,794,sex,27883,28989,2.85,103.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.527,52.7
202138,AR,male,913,sex,27883,29902,3.27,107.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.509,50.9
202139,AR,male,476,sex,27883,30378,1.71,108.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.484,48.4
202140,AR,male,721,sex,27883,31099,2.59,111.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.519,51.9
202141,AR,male,727,sex,27883,31826,2.61,114.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.522,52.2
202142,AR,male,545,sex,27883,32371,1.95,116.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.533,53.300000000000004
202143,AR,male,258,sex,27883,32629,0.93,117.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.514,51.4
202052,AR,female,0,sex,27426,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,AR,female,0,sex,27426,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202101,AR,female,474,sex,27426,474,1.73,1.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.675,67.5
202102,AR,female,0,sex,27426,474,0,1.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202103,AR,female,707,sex,27426,1181,2.58,4.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.515,51.5
202104,AR,female,952,sex,27426,2133,3.47,7.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.562,56.2
202105,AR,female,0,sex,27426,2133,0,7.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202106,AR,female,177,sex,27426,2310,0.65,8.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.714,71.39999999999999
202107,AR,female,646,sex,27426,2956,2.36,10.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.485,48.5
202108,AR,female,369,sex,27426,3325,1.35,12.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.46,46
202109,AR,female,307,sex,27426,3632,1.12,13.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.502,50.2
202110,AR,female,200,sex,27426,3832,0.73,13.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.498,49.8
202111,AR,female,579,sex,27426,4411,2.11,16.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.483,48.3
202112,AR,female,752,sex,27426,5163,2.74,18.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.519,51.9
202113,AR,female,676,sex,27426,5839,2.46,21.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.535,53.5
202114,AR,female,881,sex,27426,6720,3.21,24.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.51,51
202115,AR,female,952,sex,27426,7672,3.47,27.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.51,51
202116,AR,female,859,sex,27426,8531,3.13,31.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.51,51
202117,AR,female,1128,sex,27426,9659,4.11,35.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.523,52.300000000000004
202118,AR,female,1443,sex,27426,11102,5.26,40.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.56,56.00000000000001
202119,AR,female,1635,sex,27426,12737,5.96,46.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.536,53.6
202120,AR,female,1568,sex,27426,14305,5.72,52.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.473,47.3
202121,AR,female,1388,sex,27426,15693,5.06,57.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.487,48.699999999999996
202122,AR,female,1694,sex,27426,17387,6.18,63.4,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.521,52.1
202123,AR,female,1655,sex,27426,19042,6.03,69.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.503,50.3
202124,AR,female,1541,sex,27426,20583,5.62,75.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.466,46.6
202125,AR,female,1309,sex,27426,21892,4.77,79.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.466,46.6
202126,AR,female,1344,sex,27426,23236,4.9,84.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.476,47.599999999999994
202127,AR,female,1007,sex,27426,24243,3.67,88.39,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.477,47.699999999999996
202128,AR,female,546,sex,27426,24789,1.99,90.39,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.465,46.5
202129,AR,female,481,sex,27426,25270,1.75,92.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.477,47.699999999999996
202130,AR,female,444,sex,27426,25714,1.62,93.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.47,47
202131,AR,female,457,sex,27426,26171,1.67,95.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.488,48.8
202132,AR,female,355,sex,27426,26526,1.29,96.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.518,51.800000000000004
202133,AR,female,347,sex,27426,26873,1.27,97.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.488,48.8
202134,AR,female,648,sex,27426,27521,2.36,100.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.527,52.7
202135,AR,female,368,sex,27426,27889,1.34,101.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.517,51.7
202136,AR,female,751,sex,27426,28640,2.74,104.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.488,48.8
202137,AR,female,714,sex,27426,29354,2.6,107.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.473,47.3
202138,AR,female,882,sex,27426,30236,3.22,110.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.491,49.1
202139,AR,female,507,sex,27426,30743,1.85,112.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.516,51.6
202140,AR,female,667,sex,27426,31410,2.43,114.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.481,48.1
202141,AR,female,667,sex,27426,32077,2.43,116.96,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.478,47.8
202142,AR,female,477,sex,27426,32554,1.74,118.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.467,46.7
202143,AR,female,244,sex,27426,32798,0.89,119.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.486,48.6
202052,AR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,AR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202101,AR,unknown,1,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202102,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202103,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202104,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202105,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202106,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202107,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202108,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202109,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202110,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202111,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202112,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202113,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202114,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202115,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202116,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202117,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202118,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202119,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202120,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202121,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202122,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202123,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202124,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202125,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202126,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202127,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202128,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202129,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202130,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202131,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202132,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202133,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202134,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202135,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202136,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202137,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202138,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202139,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202140,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202141,AR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
