date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202143,ZG,nursing_home,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,ZG,medical_practice,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,ZG,medical_practice,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,ZG,medical_practice,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,ZG,medical_practice,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,ZG,medical_practice,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,ZG,medical_practice,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,ZG,medical_practice,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,ZG,medical_practice,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,ZG,medical_practice,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,ZG,medical_practice,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,ZG,medical_practice,3,location,128794,3,NA,0.002,0.2,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,ZG,medical_practice,276,location,128794,279,NA,0.399,39.900000000000006,1.5,0.21,0.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,ZG,medical_practice,178,location,128794,457,NA,0.088,8.799999999999999,2.3,0.14,0.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,ZG,medical_practice,313,location,128794,770,NA,0.116,11.600000000000001,3.4000000000000004,0.24,0.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,ZG,medical_practice,202,location,128794,972,NA,0.056,5.6000000000000005,3.6999999999999997,0.16,0.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,ZG,medical_practice,346,location,128794,1318,NA,0.111,11.1,4.3999999999999995,0.27,1.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,ZG,medical_practice,308,location,128794,1626,NA,0.07,7.000000000000001,4.8,0.24,1.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,ZG,medical_practice,357,location,128794,1983,NA,0.07,7.000000000000001,5.1,0.28,1.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,ZG,medical_practice,334,location,128794,2317,NA,0.068,6.800000000000001,5.3,0.26,1.8,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,ZG,medical_practice,371,location,128794,2688,NA,0.062,6.2,5.4,0.29,2.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,ZG,medical_practice,254,location,128794,2942,NA,0.038,3.8,5.2,0.2,2.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,ZG,medical_practice,280,location,128794,3222,NA,0.035,3.5000000000000004,5,0.22,2.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,ZG,medical_practice,193,location,128794,3415,NA,0.026,2.6,4.7,0.15,2.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,ZG,medical_practice,246,location,128794,3661,NA,0.025,2.5,4.5,0.19,2.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,ZG,medical_practice,234,location,128794,3895,NA,0.025,2.5,4.3,0.18,3.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,ZG,medical_practice,223,location,128794,4118,NA,0.027,2.7,4.1000000000000005,0.17,3.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,ZG,medical_practice,72,location,128794,4190,NA,0.008,0.8,3.9,0.06,3.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,ZG,medical_practice,106,location,128794,4296,NA,0.012,1.2,3.6999999999999997,0.08,3.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,ZG,medical_practice,23,location,128794,4319,NA,0.004,0.4,3.5000000000000004,0.02,3.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,ZG,medical_practice,33,location,128794,4352,NA,0.008,0.8,3.4000000000000004,0.03,3.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,ZG,medical_practice,39,location,128794,4391,NA,0.009,0.8999999999999999,3.3000000000000003,0.03,3.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,ZG,medical_practice,16,location,128794,4407,NA,0.004,0.4,3.2,0.01,3.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,ZG,medical_practice,0,location,128794,4407,NA,0,0,3.2,0,3.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,ZG,medical_practice,12,location,128794,4419,NA,0.005,0.5,3.1,0.01,3.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,ZG,medical_practice,1,location,128794,4420,NA,0,0,3.1,0,3.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,ZG,medical_practice,9,location,128794,4429,NA,0.003,0.3,3,0.01,3.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,ZG,medical_practice,6,location,128794,4435,NA,0.002,0.2,3,0,3.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,ZG,medical_practice,18,location,128794,4453,NA,0.005,0.5,2.9000000000000004,0.01,3.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,ZG,medical_practice,16,location,128794,4469,NA,0.004,0.4,2.8000000000000003,0.01,3.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,ZG,medical_practice,8,location,128794,4477,NA,0.002,0.2,2.8000000000000003,0.01,3.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,ZG,medical_practice,18,location,128794,4495,NA,0.006,0.6,2.8000000000000003,0.01,3.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,ZG,medical_practice,18,location,128794,4513,NA,0.006,0.6,2.7,0.01,3.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,ZG,medical_practice,10,location,128794,4523,NA,0.004,0.4,2.7,0.01,3.51,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,ZG,medical_practice,10,location,128794,4533,NA,0.006,0.6,2.7,0.01,3.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,ZG,medical_practice,34,location,128794,4567,NA,0.028,2.8000000000000003,2.7,0.03,3.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,ZG,pharmacy,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,ZG,pharmacy,3,location,128794,3,NA,0.001,0.1,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,ZG,pharmacy,0,location,128794,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,ZG,pharmacy,214,location,128794,217,NA,0.027,2.7,0.3,0.17,0.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,ZG,pharmacy,311,location,128794,528,NA,0.041,4.1000000000000005,0.7000000000000001,0.24,0.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,ZG,pharmacy,313,location,128794,841,NA,0.032,3.2,1,0.24,0.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,ZG,pharmacy,332,location,128794,1173,NA,0.035,3.5000000000000004,1.3,0.26,0.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,ZG,pharmacy,345,location,128794,1518,NA,0.041,4.1000000000000005,1.5,0.27,1.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,ZG,pharmacy,410,location,128794,1928,NA,0.046,4.6,1.7999999999999998,0.32,1.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,ZG,pharmacy,384,location,128794,2312,NA,0.045,4.5,2,0.3,1.8,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,ZG,pharmacy,354,location,128794,2666,NA,0.056,5.6000000000000005,2.1999999999999997,0.27,2.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,ZG,pharmacy,207,location,128794,2873,NA,0.051,5.1,2.3,0.16,2.23,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,ZG,pharmacy,139,location,128794,3012,NA,0.034,3.4000000000000004,2.3,0.11,2.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,ZG,pharmacy,126,location,128794,3138,NA,0.031,3.1,2.3,0.1,2.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,ZG,pharmacy,66,location,128794,3204,NA,0.027,2.7,2.3,0.05,2.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,ZG,pharmacy,50,location,128794,3254,NA,0.022,2.1999999999999997,2.3,0.04,2.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,ZG,pharmacy,203,location,128794,3457,NA,0.081,8.1,2.4,0.16,2.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,ZG,pharmacy,214,location,128794,3671,NA,0.073,7.3,2.5,0.17,2.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,ZG,pharmacy,202,location,128794,3873,NA,0.067,6.7,2.6,0.16,3.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,ZG,pharmacy,288,location,128794,4161,NA,0.073,7.3,2.7,0.22,3.23,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,ZG,pharmacy,397,location,128794,4558,NA,0.106,10.6,2.9000000000000004,0.31,3.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,ZG,pharmacy,255,location,128794,4813,NA,0.079,7.9,3,0.2,3.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,ZG,pharmacy,201,location,128794,5014,NA,0.07,7.000000000000001,3.1,0.16,3.89,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,ZG,pharmacy,270,location,128794,5284,NA,0.084,8.4,3.2,0.21,4.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,ZG,pharmacy,306,location,128794,5590,NA,0.121,12.1,3.3000000000000003,0.24,4.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,ZG,pharmacy,164,location,128794,5754,NA,0.1,10,3.4000000000000004,0.13,4.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,ZG,pharmacy,74,location,128794,5828,NA,0.062,6.2,3.4000000000000004,0.06,4.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,ZG,hospital,0,location,128794,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,ZG,other,1,location,128794,1,NA,0.004,0.4,0.4,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,ZG,other,0,location,128794,1,NA,0,0,0.3,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,ZG,other,0,location,128794,1,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,ZG,other,1,location,128794,2,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,ZG,other,2,location,128794,4,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,ZG,other,0,location,128794,4,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,ZG,other,0,location,128794,4,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,ZG,other,2,location,128794,6,NA,0.002,0.2,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,ZG,other,0,location,128794,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,ZH,vaccination_centre,0,location,1553423,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,ZH,vaccination_centre,3,location,1553423,3,NA,0.5,50,42.9,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,ZH,vaccination_centre,814,location,1553423,817,NA,0.414,41.4,41.4,0.05,0.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,ZH,vaccination_centre,1395,location,1553423,2212,NA,0.364,36.4,38.1,0.09,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,ZH,vaccination_centre,3494,location,1553423,5706,NA,0.171,17.1,21.8,0.22,0.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,ZH,vaccination_centre,1025,location,1553423,6731,NA,0.062,6.2,15.8,0.07,0.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,ZH,vaccination_centre,740,location,1553423,7471,NA,0.057,5.7,13.4,0.05,0.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,ZH,vaccination_centre,3144,location,1553423,10615,NA,0.11,11,12.6,0.2,0.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,ZH,vaccination_centre,2057,location,1553423,12672,NA,0.117,11.700000000000001,12.4,0.13,0.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,ZH,vaccination_centre,2510,location,1553423,15182,NA,0.131,13.100000000000001,12.5,0.16,0.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,ZH,vaccination_centre,1336,location,1553423,16518,NA,0.061,6.1,11.600000000000001,0.09,1.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,ZH,vaccination_centre,3268,location,1553423,19786,NA,0.136,13.600000000000001,11.899999999999999,0.21,1.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,ZH,vaccination_centre,2314,location,1553423,22100,NA,0.076,7.6,11.200000000000001,0.15,1.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,ZH,vaccination_centre,2916,location,1553423,25016,NA,0.153,15.299999999999999,11.600000000000001,0.19,1.61,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,ZH,vaccination_centre,2436,location,1553423,27452,NA,0.122,12.2,11.600000000000001,0.16,1.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
